accepted_fraction_mean,accepted_fraction_std,accepted_fraction_terminal_mean,accepted_fraction_terminal_std,avg_reward_mean,avg_reward_std,avg_tokens_per_sec_mean,avg_tokens_per_sec_std,dropped_fraction_mean,dropped_fraction_std,dropped_fraction_terminal_mean,dropped_fraction_terminal_std,dropped_interrupted_count_mean,dropped_interrupted_count_std,dropped_stale_count_mean,dropped_stale_count_std,effective_updates_per_second_mean,effective_updates_per_second_std,max_staleness_mean,max_staleness_std,mean_staleness_mean,mean_staleness_std,mode,n_runs,pass_rate_mean,pass_rate_per_update_mean,pass_rate_per_update_std,pass_rate_std,reward_per_second_mean,reward_per_second_std,reward_per_update_mean,reward_per_update_std,seed,staleness_k,update_count_mean,update_count_std,wall_clock_sec_mean,wall_clock_sec_std
0.8159340659340659,0.030219780219780223,0.9166666666666666,0.0,0.6818181818181819,0.04545454545454547,31.135032879608083,0.2789794716445666,0.07417582417582418,0.0027472527472527514,0.08333333333333333,0.0,0.0,0.0,1.0,0.0,0.11087562991559208,0.0067730029866064564,0.0,0.0,0.0,0.0,async_areal_style,2,0.6818181818181819,2.5,0.16666666666666652,0.04545454545454547,0.27831790862008127,0.03541177911911482,2.5,0.16666666666666652,0,0,3.0,0.0,27.158687710762024,1.6590288877487183
0.8461538461538461,0.0,0.9166666666666666,0.0,0.7272727272727273,0.0,31.245432386949446,0.5457375651074283,0.07692307692307693,0.0,0.08333333333333333,0.0,0.0,0.0,1.0,0.0,0.10019687227092428,0.0018418667481774412,0.0,0.0,0.0,0.0,async_areal_style,2,0.7272727272727273,2.6666666666666665,0.0,0.0,0.26719165938913136,0.004911644661806519,2.6666666666666665,0.0,1,0,3.0,0.0,29.951175332069397,0.5505768060684204
0.9230769230769231,0.0,1.0,0.0,0.625,0.04166666666666663,31.087525038535468,0.08996065686088528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11357722612495517,0.009133301528932838,2.0,0.0,0.16666666666666666,0.0,async_areal_style,2,0.625,2.5,0.16666666666666652,0.04166666666666663,0.28546528223387674,0.04176279150982459,2.5,0.16666666666666652,0,2,3.0,0.0,26.585663676261902,2.1378835439682007
0.8901098901098901,0.032967032967033016,1.0,0.0,0.6666666666666666,0.0,31.821125750758462,0.043886948304697526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09945459300741133,0.0011427795224224144,1.5,0.5,0.125,0.041666666666666664,async_areal_style,2,0.6666666666666666,2.6666666666666665,0.0,0.0,0.26521224801976356,0.0030474120597930865,2.6666666666666665,0.0,1,2,3.0,0.0,30.16850256919861,0.3466501235961914
0.9230769230769231,0.0,1.0,0.0,0.625,0.04166666666666663,30.65424344774462,0.5710208034811366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11105808930137268,0.009734044615312437,2.0,0.0,0.16666666666666666,0.0,async_areal_style,2,0.625,2.5,0.16666666666666652,0.04166666666666663,0.2792675640226504,0.042844793088509886,2.5,0.16666666666666652,0,4,3.0,0.0,27.222015738487244,2.385961413383484
0.8901098901098901,0.032967032967033016,1.0,0.0,0.6666666666666666,0.0,31.274900325001063,0.07591429869545685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09850563358406929,0.001912165800050783,1.5,0.5,0.125,0.041666666666666664,async_areal_style,2,0.6666666666666666,2.6666666666666665,0.0,0.0,0.2626816895575181,0.005099108800135421,2.6666666666666665,0.0,1,4,3.0,0.0,30.466591238975525,0.5914095640182495
0.9230769230769231,0.0,1.0,0.0,0.625,0.04166666666666663,30.288122075741953,0.17111791996700276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11132806199403096,0.008705888496001554,2.0,0.0,0.16666666666666666,0.0,async_areal_style,2,0.625,2.5,0.16666666666666652,0.04166666666666663,0.27977113640107765,0.04031939823900903,2.5,0.16666666666666652,0,8,3.0,0.0,27.11318862438202,2.120259642601013
0.8571428571428571,0.0,1.0,0.0,0.7083333333333333,0.041666666666666685,31.0810124679075,0.27245908964126286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09510575141689359,0.000365064844263574,1.0,0.0,0.08333333333333333,0.0,async_areal_style,2,0.7083333333333333,2.833333333333333,0.16666666666666674,0.041666666666666685,0.2695271398219091,0.0168853089615624,2.833333333333333,0.16666666666666674,1,8,3.0,0.0,31.54429841041565,0.12108325958251953
0.8333333333333334,0.0,0.0,0.0,0.8,0.10000000000000003,29.54583626585702,0.7114264198510334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.14326602944300873,0.03258710249480432,0.0,0.0,0.0,0.0,async_train,2,0.8,2.666666666666667,0.33333333333333326,0.10000000000000003,0.3929051126796247,0.13465428313381442,2.666666666666667,0.33333333333333326,0,0,3.0,0.0,22.082560658454895,5.022870182991028
0.8333333333333334,0.0,0.0,0.0,0.65,0.15000000000000002,31.08964024956906,0.3175674801230173,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.09837172836411563,0.008792364404544228,0.0,0.0,0.0,0.0,async_train,2,0.65,2.1666666666666665,0.4999999999999999,0.15000000000000002,0.21753492699118931,0.0682359870585703,2.1666666666666665,0.4999999999999999,1,0,3.0,0.0,30.742153763771057,2.7477022409439087
